Income_source,Savings_habits,Borrowing_status,Financial_education,Age,Gender,Marital_status,Educational_level,Geographic_location,NIDA_number,Smartphone_ownership,has_bank_account
service providers,no,no,False,59,male,marriedliving together,some secondary,zanzibar,no,no,one account
traders  nonagricultural,no,yes,False,34,female,marriedliving together,some primary,zanzibar,no,no,one account
informal sector salaried,yes,no,False,42,male,marriedliving together,some secondary,zanzibar,no,yes,one account
welfare,yes,no,True,40,female,divorcedseparated,some secondary,zanzibar,no,no,one account
formal sector salaried,yes,no,False,59,male,marriedliving together,secondary competedo level,zanzibar,no,no,one account
formal sector salaried,yes,yes,False,40,female,marriedliving together,university or higher education completed,zanzibar,no,yes,two or three accounts
piece workcasual labor,no,yes,False,30,male,marriedliving together,some secondary,zanzibar,no,no,one account
farmers and fishers,yes,no,False,39,female,marriedliving together,some primary,zanzibar,no,yes,one account
traders  nonagricultural,yes,no,False,41,male,marriedliving together,primary completed,zanzibar,no,no,one account
dependents,yes,no,False,21,female,marriedliving together,secondary competedo level,zanzibar,no,no,one account
dependents,yes,no,False,20,female,singlenever married,secondary competedo level,zanzibar,no,no,one account
pension,yes,no,True,64,male,marriedliving together,university or higher education completed,other urban,no,yes,one account
farmers and fishers,no,no,True,59,female,widowed,primary completed,other urban,yes,no,one account
dependents,no,no,False,30,female,marriedliving together,primary completed,other urban,no,no,one account
piece workcasual labor,yes,no,False,41,female,marriedliving together,primary completed,other urban,yes,no,one account
farmers and fishers,yes,no,True,57,female,marriedliving together,secondary competedo level,other urban,yes,yes,two or three accounts
farmers and fishers,yes,no,False,64,female,widowed,secondary competedo level,other urban,no,no,one account
piece workcasual labor,no,no,False,58,male,marriedliving together,primary completed,other urban,no,no,one account
farmers and fishers,yes,no,False,34,male,marriedliving together,secondary competedo level,other urban,no,no,one account
piece workcasual labor,yes,no,True,23,female,singlenever married,secondary competedo level,other urban,no,yes,one account
farmers and fishers,yes,yes,True,19,male,singlenever married,secondary competedo level,other urban,no,no,one account
farmers and fishers,yes,yes,True,50,male,marriedliving together,primary completed,other urban,no,no,one account
farmers and fishers,no,yes,True,31,female,marriedliving together,secondary competedo level,other urban,no,no,one account
farmers and fishers,no,no,False,51,male,marriedliving together,some primary,other urban,no,no,one account
dependents,yes,no,False,72,female,widowed,some primary,other urban,yes,no,one account
farmers and fishers,yes,no,True,66,male,marriedliving together,university or higher education completed,other urban,yes,no,one account
farmers and fishers,yes,no,False,35,male,marriedliving together,primary completed,other urban,no,yes,one account
piece workcasual labor,no,no,False,26,female,marriedliving together,secondary competedo level,other urban,no,no,one account
piece workcasual labor,yes,no,True,46,male,marriedliving together,some secondary,other urban,no,yes,one account
farmers and fishers,no,yes,False,61,female,widowed,primary completed,other urban,no,no,one account
traders  agricultural products,no,yes,True,52,female,singlenever married,primary completed,other urban,yes,no,one account
traders  nonagricultural,yes,no,False,55,female,marriedliving together,primary completed,other urban,yes,no,one account
piece workcasual labor,yes,yes,True,33,female,divorcedseparated,secondary competedo level,other urban,no,no,one account
formal sector salaried,yes,no,False,32,male,marriedliving together,university or higher education completed,other urban,no,yes,two or three accounts
service providers,yes,yes,True,59,male,divorcedseparated,primary completed,other urban,no,no,one account
piece workcasual labor,yes,yes,False,40,male,divorcedseparated,primary completed,other urban,no,no,one account
piece workcasual labor,yes,no,False,20,female,singlenever married,secondary competedo level,other urban,no,yes,one account
traders  nonagricultural,no,yes,False,38,female,marriedliving together,secondary competedo level,other urban,no,no,one account
farmers and fishers,no,no,False,30,female,marriedliving together,primary completed,other urban,no,yes,one account
farmers and fishers,yes,yes,False,29,male,marriedliving together,some primary,other urban,yes,no,one account
dependents,yes,no,True,17,female,singlenever married,secondary competedo level,other urban,no,no,one account
farmers and fishers,no,no,False,48,female,widowed,no formal education,other urban,no,no,one account
formal sector salaried,yes,no,True,56,male,marriedliving together,university or higher education completed,other urban,no,yes,one account
farmers and fishers,yes,no,False,49,female,marriedliving together,some primary,other urban,yes,no,one account
farmers and fishers,yes,no,False,51,male,marriedliving together,primary completed,other urban,yes,no,one account
formal sector salaried,no,yes,False,35,male,divorcedseparated,primary completed,other urban,yes,no,two or three accounts
farmers and fishers,yes,no,False,31,male,singlenever married,secondary competedo level,other urban,yes,no,one account
piece workcasual labor,yes,yes,True,22,male,marriedliving together,secondary competedo level,other urban,yes,yes,one account
piece workcasual labor,yes,yes,True,21,female,singlenever married,some secondary,other urban,yes,yes,one account
farmers and fishers,yes,yes,False,46,male,marriedliving together,primary completed,other urban,no,yes,one account
farmers and fishers,yes,no,False,34,male,marriedliving together,primary completed,other urban,no,no,one account
farmers and fishers,yes,no,False,41,male,marriedliving together,primary completed,other urban,no,no,one account
farmers and fishers,no,yes,False,34,male,marriedliving together,primary completed,other urban,no,no,one account
piece workcasual labor,yes,yes,False,39,male,marriedliving together,primary completed,other urban,no,no,one account
formal sector salaried,no,yes,True,48,male,marriedliving together,primary completed,other urban,yes,yes,one account
farmers and fishers,yes,no,False,25,female,singlenever married,primary completed,other urban,no,no,one account
traders  agricultural products,no,yes,False,53,female,divorcedseparated,primary completed,other urban,no,no,one account
piece workcasual labor,yes,no,False,44,female,marriedliving together,primary completed,other urban,no,yes,one account
farmers and fishers,no,yes,False,30,female,divorcedseparated,primary completed,other urban,no,no,one account
traders  nonagricultural,yes,yes,True,43,female,divorcedseparated,primary completed,other urban,no,no,two or three accounts
welfare,no,no,False,41,female,divorcedseparated,no formal education,other urban,no,no,one account
farmers and fishers,no,no,False,55,male,marriedliving together,primary completed,other urban,no,no,one account
piece workcasual labor,no,yes,False,18,male,singlenever married,some primary,other urban,no,no,one account
piece workcasual labor,yes,yes,False,27,male,marriedliving together,primary completed,other urban,no,no,one account
farmers and fishers,no,no,False,37,female,marriedliving together,primary completed,other urban,no,no,one account
traders  nonagricultural,yes,no,True,28,female,singlenever married,some university or other higher education,other urban,no,yes,one account
service providers,yes,no,False,27,female,divorcedseparated,primary completed,other urban,no,no,one account
traders  agricultural products,yes,yes,True,44,male,marriedliving together,primary completed,other urban,no,no,one account
formal sector salaried,yes,no,True,68,male,marriedliving together,university or higher education completed,other urban,no,yes,two or three accounts
farmers and fishers,yes,no,False,37,female,singlenever married,some secondary,other urban,yes,yes,one account
piece workcasual labor,no,no,False,50,male,widowed,no formal education,other urban,no,no,one account
dependents,yes,yes,False,26,female,marriedliving together,secondary competedo level,other urban,yes,yes,one account
dependents,no,yes,False,55,female,marriedliving together,primary completed,other urban,no,no,one account
farmers and fishers,no,no,False,47,female,marriedliving together,primary completed,other urban,no,no,one account
formal sector salaried,no,yes,True,28,male,marriedliving together,some university or other higher education,other urban,yes,yes,two or three accounts
farmers and fishers,yes,yes,False,66,male,marriedliving together,primary completed,other urban,yes,yes,one account
