age,workclass,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,income
29,state-gov,13,married-civ-spouse,prof-specialty,husband,white,male,0,0,25,nicaragua,0
40,private,14,married-civ-spouse,exec-managerial,husband,white,male,0,0,40,united-states,1
44,self-emp-not-inc,13,married-civ-spouse,exec-managerial,husband,white,male,0,0,40,united-states,0
77,local-gov,9,married-civ-spouse,exec-managerial,husband,white,male,0,0,6,united-states,0
30,private,13,never-married,prof-specialty,not-in-family,black,male,0,0,40,united-states,0
21,private,9,married-civ-spouse,machine-op-inspct,husband,white,male,0,0,40,united-states,0
66,private,6,married-civ-spouse,protective-serv,husband,white,male,0,0,40,united-states,0
40,private,7,never-married,transport-moving,own-child,white,male,0,0,35,united-states,0
68,private,9,married-civ-spouse,sales,husband,white,male,0,0,40,united-states,0
64,private,9,widowed,other-service,not-in-family,white,female,0,0,38,united-states,0
26,private,13,never-married,prof-specialty,not-in-family,white,female,0,0,50,united-states,0
32,private,10,married-civ-spouse,exec-managerial,husband,white,male,0,0,40,united-states,1
32,private,9,never-married,adm-clerical,own-child,white,male,0,0,38,united-states,0
51,local-gov,14,married-civ-spouse,prof-specialty,husband,white,male,0,0,40,united-states,1
50,private,14,married-civ-spouse,prof-specialty,husband,white,male,15024,0,45,united-states,1
49,private,13,married-civ-spouse,sales,husband,white,male,0,0,50,united-states,1
28,private,13,never-married,transport-moving,unmarried,white,male,0,0,20,united-states,0
29,private,9,divorced,other-service,unmarried,white,female,0,0,36,united-states,0
21,private,10,never-married,sales,own-child,white,male,0,0,30,united-states,0
28,private,9,never-married,adm-clerical,unmarried,black,female,0,0,40,united-states,0
55,private,6,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,0
45,self-emp-not-inc,9,married-civ-spouse,sales,husband,asian-pac-islander,male,0,0,50,south,1
35,private,10,never-married,sales,not-in-family,white,male,0,0,40,united-states,0
31,unknown,7,separated,unknown,not-in-family,black,male,0,0,40,united-states,0
26,private,14,never-married,prof-specialty,not-in-family,white,male,8614,0,40,united-states,1
30,private,9,married-civ-spouse,other-service,husband,white,male,0,0,55,germany,0
33,private,9,married-civ-spouse,sales,husband,white,male,0,0,20,united-states,0
40,private,13,married-spouse-absent,prof-specialty,not-in-family,asian-pac-islander,male,13550,0,40,cambodia,1
23,private,13,never-married,exec-managerial,not-in-family,white,male,0,0,40,united-states,0
35,private,10,never-married,sales,not-in-family,white,female,0,0,40,united-states,0
48,self-emp-not-inc,7,married-civ-spouse,farming-fishing,husband,white,male,0,0,50,united-states,1
39,local-gov,6,divorced,handlers-cleaners,own-child,black,male,0,0,40,united-states,0
53,local-gov,15,divorced,prof-specialty,not-in-family,white,female,0,0,50,united-states,0
49,federal-gov,9,married-civ-spouse,adm-clerical,husband,white,male,0,0,40,united-states,1
31,private,13,never-married,exec-managerial,not-in-family,black,female,0,0,40,united-states,0
36,private,9,married-civ-spouse,craft-repair,husband,white,male,3103,0,40,united-states,1
60,self-emp-inc,10,married-civ-spouse,exec-managerial,husband,white,male,7688,0,50,united-states,1
29,private,9,never-married,machine-op-inspct,not-in-family,white,male,0,0,48,united-states,0
54,self-emp-inc,10,married-civ-spouse,sales,husband,white,male,0,0,45,united-states,1
28,unknown,12,married-af-spouse,unknown,wife,white,female,0,0,3,united-states,0
34,private,9,married-civ-spouse,craft-repair,husband,white,male,0,0,50,united-states,0
30,private,10,never-married,sales,not-in-family,black,female,0,0,35,united-states,0
19,private,9,never-married,priv-house-serv,not-in-family,white,female,0,0,45,unknown,0
26,private,9,never-married,handlers-cleaners,not-in-family,white,male,0,0,40,united-states,0
47,private,10,never-married,sales,not-in-family,white,male,0,0,70,united-states,1
50,private,9,divorced,exec-managerial,unmarried,white,male,0,0,38,united-states,0
30,private,13,never-married,exec-managerial,unmarried,white,female,0,0,45,united-states,1
44,private,10,divorced,machine-op-inspct,not-in-family,white,male,0,0,50,united-states,0
49,private,9,married-civ-spouse,sales,husband,white,male,0,0,60,united-states,1
75,self-emp-not-inc,14,married-spouse-absent,prof-specialty,not-in-family,white,female,0,0,50,united-states,0
37,private,13,married-civ-spouse,sales,husband,white,male,0,0,55,united-states,1
51,state-gov,9,divorced,craft-repair,unmarried,white,male,0,0,38,united-states,0
35,private,9,never-married,craft-repair,unmarried,white,male,0,0,35,united-states,0
28,private,10,never-married,sales,other-relative,white,female,0,0,40,united-states,0
66,self-emp-not-inc,9,married-civ-spouse,farming-fishing,husband,white,male,1409,0,40,united-states,0
72,private,5,married-civ-spouse,exec-managerial,wife,asian-pac-islander,female,0,0,48,united-states,1
39,private,13,separated,sales,not-in-family,white,male,0,0,50,united-states,0
27,private,9,never-married,farming-fishing,own-child,black,male,0,0,30,united-states,0
57,private,10,never-married,adm-clerical,other-relative,black,female,0,0,40,jamaica,0
24,private,4,married-civ-spouse,craft-repair,husband,white,male,2635,0,38,united-states,0
28,private,9,never-married,craft-repair,own-child,white,male,0,0,70,united-states,0
23,private,10,married-spouse-absent,other-service,not-in-family,white,female,0,0,50,united-states,0
31,private,13,never-married,exec-managerial,not-in-family,white,female,0,1408,40,united-states,0
23,private,10,never-married,other-service,own-child,white,female,0,0,20,united-states,0
31,private,10,never-married,other-service,not-in-family,white,female,0,0,40,united-states,0
27,local-gov,13,never-married,prof-specialty,not-in-family,white,female,0,0,40,united-states,0
30,private,13,married-civ-spouse,prof-specialty,husband,white,male,0,1740,45,united-states,0
31,private,15,never-married,prof-specialty,not-in-family,white,female,0,0,80,unknown,0
34,private,14,never-married,prof-specialty,not-in-family,white,male,4865,0,60,united-states,0
57,federal-gov,9,never-married,adm-clerical,not-in-family,white,male,0,2258,40,united-states,0
39,private,14,married-civ-spouse,exec-managerial,husband,white,male,0,0,40,cuba,1
23,private,7,never-married,craft-repair,own-child,white,male,0,0,40,united-states,0
24,local-gov,12,married-civ-spouse,other-service,wife,white,female,0,0,40,united-states,0
36,private,16,never-married,prof-specialty,not-in-family,white,male,0,0,40,england,0
32,private,10,divorced,other-service,other-relative,white,male,0,0,40,nicaragua,0
35,private,12,divorced,other-service,own-child,white,female,0,0,40,united-states,0
36,private,13,married-civ-spouse,exec-managerial,husband,white,male,0,0,40,united-states,0
23,unknown,13,never-married,unknown,not-in-family,white,female,0,0,50,united-states,0
47,private,11,married-civ-spouse,machine-op-inspct,husband,white,male,0,0,40,united-states,1
35,private,9,never-married,handlers-cleaners,not-in-family,white,male,0,0,40,united-states,0
44,federal-gov,10,married-civ-spouse,tech-support,husband,white,male,0,0,40,united-states,0
32,state-gov,14,married-civ-spouse,prof-specialty,husband,white,male,0,0,50,united-states,0
32,private,12,married-civ-spouse,exec-managerial,wife,white,female,0,1485,40,united-states,1
63,self-emp-not-inc,10,married-civ-spouse,prof-specialty,wife,white,female,20051,0,10,united-states,1
34,private,11,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,0
47,private,9,married-civ-spouse,craft-repair,husband,black,male,0,0,40,united-states,0
27,private,7,married-civ-spouse,sales,own-child,black,male,0,0,35,united-states,0
23,private,9,separated,exec-managerial,unmarried,white,female,0,0,42,united-states,0
19,unknown,10,never-married,unknown,other-relative,amer-indian-eskimo,female,0,0,40,united-states,0
50,private,6,married-civ-spouse,craft-repair,husband,white,male,0,0,38,united-states,0
49,state-gov,10,married-civ-spouse,prof-specialty,husband,white,male,0,0,40,united-states,0
36,private,10,married-civ-spouse,exec-managerial,husband,white,male,0,0,40,united-states,1
23,private,13,never-married,exec-managerial,unmarried,white,male,0,0,40,united-states,0
61,private,4,widowed,other-service,unmarried,black,female,0,0,38,united-states,0
41,private,10,married-civ-spouse,farming-fishing,husband,white,male,0,0,16,united-states,0
27,self-emp-not-inc,13,married-civ-spouse,exec-managerial,husband,white,male,0,0,60,united-states,1
53,private,13,divorced,exec-managerial,not-in-family,white,male,0,0,70,united-states,0
17,self-emp-not-inc,6,never-married,adm-clerical,own-child,white,male,0,0,10,united-states,0
23,unknown,9,never-married,unknown,not-in-family,white,male,0,0,30,united-states,0
53,private,10,never-married,craft-repair,not-in-family,white,male,0,0,40,united-states,0
28,private,9,married-civ-spouse,craft-repair,husband,white,male,0,1848,42,united-states,1
24,private,13,married-spouse-absent,prof-specialty,own-child,white,female,0,0,40,united-states,0
22,private,10,never-married,adm-clerical,not-in-family,white,female,0,0,20,united-states,0
53,private,13,married-civ-spouse,sales,husband,white,male,0,0,50,united-states,1
18,private,7,never-married,other-service,other-relative,black,male,0,0,20,united-states,0
24,private,10,never-married,sales,unmarried,white,male,0,0,50,mexico,0
20,private,9,never-married,sales,not-in-family,white,female,0,0,40,united-states,0
30,local-gov,4,married-civ-spouse,transport-moving,husband,white,male,0,0,40,united-states,0
37,state-gov,11,never-married,prof-specialty,not-in-family,white,male,8614,0,40,united-states,1
34,private,9,married-civ-spouse,transport-moving,husband,white,male,0,0,40,united-states,0
19,private,9,never-married,handlers-cleaners,own-child,white,male,0,0,30,united-states,0
20,private,8,never-married,adm-clerical,own-child,white,female,0,0,40,mexico,0
47,private,9,divorced,other-service,not-in-family,asian-pac-islander,female,0,0,40,united-states,0
20,unknown,10,never-married,unknown,own-child,white,male,0,0,32,united-states,0
22,private,13,never-married,prof-specialty,own-child,white,female,0,0,40,united-states,0
42,local-gov,14,married-civ-spouse,exec-managerial,husband,white,male,0,1977,40,united-states,1
60,private,10,divorced,adm-clerical,not-in-family,white,female,0,0,40,united-states,0
32,private,9,never-married,priv-house-serv,unmarried,white,female,0,0,40,mexico,0
46,private,9,married-civ-spouse,exec-managerial,husband,white,male,0,0,40,united-states,1
66,private,9,widowed,adm-clerical,not-in-family,white,female,0,0,40,united-states,0
37,private,13,married-civ-spouse,other-service,wife,asian-pac-islander,female,0,0,30,united-states,1
34,private,10,divorced,exec-managerial,own-child,white,male,0,0,44,united-states,0
45,private,13,never-married,prof-specialty,not-in-family,white,male,0,0,46,united-states,0
35,private,7,married-civ-spouse,farming-fishing,husband,white,male,0,0,40,united-states,0
63,unknown,9,married-civ-spouse,unknown,husband,white,male,0,0,40,united-states,0
51,local-gov,10,married-civ-spouse,exec-managerial,husband,black,male,0,0,40,united-states,1
36,local-gov,10,married-civ-spouse,protective-serv,husband,white,male,0,0,40,united-states,1
25,federal-gov,9,never-married,adm-clerical,own-child,black,male,0,0,40,united-states,0
51,private,9,divorced,other-service,unmarried,white,female,0,0,38,united-states,0
25,self-emp-not-inc,10,never-married,machine-op-inspct,own-child,white,male,0,0,40,united-states,0
19,private,9,never-married,farming-fishing,own-child,white,male,0,0,45,united-states,0
47,private,10,married-civ-spouse,exec-managerial,husband,white,male,0,0,45,united-states,0
59,local-gov,9,separated,protective-serv,unmarried,black,female,0,0,40,united-states,0
34,private,13,married-civ-spouse,exec-managerial,husband,white,male,0,0,40,united-states,1
40,private,10,separated,exec-managerial,unmarried,white,female,0,0,60,united-states,0
42,private,9,divorced,machine-op-inspct,not-in-family,white,male,0,0,45,united-states,0
28,unknown,9,married-civ-spouse,unknown,wife,white,female,0,0,17,honduras,0
37,private,14,married-civ-spouse,exec-managerial,husband,white,male,0,0,60,united-states,1
51,self-emp-inc,12,married-civ-spouse,sales,husband,white,male,0,0,38,united-states,1
25,private,9,never-married,adm-clerical,own-child,white,male,0,0,36,united-states,0
31,federal-gov,9,married-civ-spouse,adm-clerical,wife,white,female,0,0,40,united-states,1
37,private,9,married-civ-spouse,other-service,husband,white,male,0,0,44,united-states,1
42,private,12,married-civ-spouse,sales,husband,white,male,0,0,45,united-states,1
29,unknown,13,never-married,unknown,not-in-family,white,male,0,0,40,united-states,0
35,private,10,divorced,sales,not-in-family,white,male,0,0,50,united-states,0
51,private,13,married-civ-spouse,sales,husband,white,male,0,0,47,united-states,1
22,unknown,10,never-married,unknown,own-child,white,male,0,0,36,united-states,0
49,private,10,married-civ-spouse,craft-repair,husband,white,male,0,1485,40,united-states,1
26,private,13,never-married,prof-specialty,not-in-family,asian-pac-islander,male,0,0,16,japan,0
56,local-gov,9,divorced,adm-clerical,not-in-family,white,female,0,0,46,united-states,0
52,private,10,married-civ-spouse,prof-specialty,husband,white,male,0,0,45,united-states,1
61,self-emp-not-inc,14,married-civ-spouse,craft-repair,husband,white,male,0,0,4,unknown,0
47,state-gov,13,divorced,exec-managerial,not-in-family,white,female,0,0,40,united-states,1
52,private,11,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,0
30,private,9,divorced,craft-repair,unmarried,white,female,0,0,40,united-states,0
43,self-emp-inc,10,married-civ-spouse,sales,husband,white,male,99999,0,55,united-states,1
35,private,10,married-civ-spouse,transport-moving,husband,asian-pac-islander,male,0,0,40,unknown,0
17,unknown,8,never-married,unknown,own-child,white,male,0,0,40,united-states,0
42,private,9,married-civ-spouse,craft-repair,husband,white,male,0,1887,40,united-states,1
26,private,10,married-spouse-absent,craft-repair,other-relative,black,female,0,0,35,dominican-republic,0
58,local-gov,9,married-civ-spouse,farming-fishing,husband,white,male,0,0,40,united-states,0
66,private,10,married-civ-spouse,sales,husband,white,male,5556,0,40,united-states,1
